feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target_growth
20.104,64.639,31.428,6.869,11.371,1.23,2.668,122.112
21.164,76.047,55.809,7.198,11.622,0.601,3.339,148.486
23.64,61.057,63.692,5.853,7.506,2.222,4.368,144.26
19.194,48.028,40.62,6.812,8.645,1.339,4.489,113.988
18.968,63.126,28.986,7.403,4.232,1.003,2.371,106.709
33.572,56.727,32.797,5.271,4.378,1.53,0.873,115.88
23.306,59.622,29.578,7.876,4.613,2.728,2.864,117.228
34.698,52.333,69.361,7.676,9.91,1.294,2.969,158.046
34.394,74.648,43.835,7.889,5.818,2.703,2.66,142.477
20.424,68.698,51.167,7.425,5.476,1.008,2.015,133.869
30.154,57.189,63.434,5.883,4.067,0.653,2.701,143.141
28.214,69.924,43.575,6.745,4.183,0.777,2.496,129.816
29.741,67.172,57.455,5.36,7.243,2.257,4.262,148.155
19.635,80.819,28.834,7.263,8.333,1.69,3.802,126.275
21.206,88.019,49.045,5.461,8.632,1.797,1.893,152.33
19.303,50.88,29.826,7.6,7.663,2.723,2.655,111.17
28.27,84.776,37.414,5.722,7.676,1.612,2.634,139.91
34.772,76.716,39.667,5.481,10.025,0.681,2.396,140.982
29.424,76.165,60.879,5.213,6.317,2.124,0.45,154.714
30.083,61.844,58.705,7.134,5.902,0.899,3.264,145.13
34.738,60.476,62.354,5.559,10.835,1.796,3.344,157.87
29.526,45.254,28.088,5.593,9.514,2.451,2.282,107.933
18.683,89.199,74.696,5.509,7.815,1.545,4.077,169.806
32.739,72.293,27.721,5.917,6.203,1.154,4.431,128.041
24.2,63.105,66.287,7.824,5.093,1.781,3.696,148.377
18.074,69.47,62.013,6.46,4.299,0.705,4.19,139.754
26.623,46.824,54.588,5.783,10.819,1.138,2.296,134.485
33.929,52.814,46.943,5.511,8.747,1.61,4.131,136.156
22.375,73.051,62.857,5.057,4.367,1.01,4.221,145.794
26.356,68.142,61.993,6.095,5.269,0.494,2.881,145.619
20.954,80.418,31.859,5.33,6.237,1.804,0.848,124.657
18.981,74.643,64.632,5.081,6.105,1.363,0.855,141.544
19.369,72.065,28.928,5.309,8.387,1.337,2.231,122.892
30.359,81.687,50.027,5.956,7.196,2.792,3.363,158.181
32.689,48.072,57.254,7.253,11.058,0.668,2.356,138.264
20.436,76.09,66.084,5.201,9.755,0.77,3.639,155.254
22.901,77.202,48.156,7.036,11.286,2.503,3.51,152.05
21.316,57.382,36.843,6.862,10.903,0.713,1.076,120.028
18.457,53.804,49.533,7.646,11.371,2.602,0.771,124.444
27.408,54.623,37.51,5.552,11.84,2.013,3.235,125.056
29.899,53.916,51.436,7.383,6.494,1.668,1.578,127.849
29.014,68.57,48.125,7.595,5.677,1.068,4.205,142.336
24.597,51.103,64.025,7.929,5.321,1.263,3.935,139.879
27.435,74.668,37.005,7.426,9.025,2.382,2.14,139.954
19.6,49.729,34.999,5.371,9.448,0.538,2.696,109.646
20.623,46.21,48.709,7.841,4.703,2.245,3.843,119.063
33.841,59.368,27.525,7.445,10.569,2.387,3.947,125.201
30.946,53.634,36.467,5.637,10.265,2.094,2.595,125.774
33.687,89.49,42.685,5.496,9.028,0.531,4.379,154.512
33.584,58.635,49.381,7.809,7.485,2.182,2.44,141.249
29.04,54.993,38.472,5.467,5.229,2.136,0.377,116.889
33.78,53.855,53.032,7.331,8.045,0.431,2.62,138.947
25.084,61.823,68.921,6.216,5.273,2.541,3.541,152.225
18.061,72.263,52.186,7.171,8.84,0.717,4.435,139.673
19.064,80.188,39.342,5.276,6.48,2.706,0.653,131.087
19.861,61.406,28.099,7.175,5.978,0.57,2.094,110.408
19.621,73.169,31.833,6.536,7.528,0.971,2.723,125.821
23.979,66.693,53.061,7.701,8.646,2.057,3.99,142.117
29.922,83.092,59.185,5.565,6.94,0.729,3.278,159.957
31.441,70.607,27.483,5.328,11.709,0.844,1.194,131.717
28.034,58.045,34.277,5.589,4.047,0.427,3.895,118.835
20.489,76.661,40.954,5.236,11.303,2.384,3.056,131.874
30.714,81.903,40.989,7.94,4.005,0.49,4.049,141.486
24.032,65.945,72.92,5.369,5.734,1.918,3.788,155.237
18.221,89.424,35.189,5.603,11.971,1.798,0.756,135.629
22.77,84.559,28.126,7.429,9.825,1.627,4.33,138.127
23.62,53.863,42.651,5.74,9.156,1.3,2.153,125.602
22.662,80.404,31.722,5.667,9.809,1.119,4.425,131.243
31.802,72.043,31.329,7.017,7.266,2.697,1.004,129.163
30.919,69.067,45.373,6.196,10.274,2.285,3.611,143.704
29.824,68.127,40.32,7.506,5.239,2.615,1.511,132.281
20.363,83.404,29.586,6.915,10.351,2.161,0.393,133.141
31.733,72.489,55.215,5.865,11.516,2.39,4.474,155.037
29.512,69.197,50.085,6.794,10.861,2.714,1.505,148.23
21.312,47.199,28.855,7.599,9.917,1.489,0.546,106.944
29.018,65.174,68.137,6.093,9.211,2.577,3.9,160.139
26.22,85.862,39.236,7.209,8.169,0.503,2.058,142.826
25.469,77.028,73.069,6.247,7.162,0.659,2.679,160.955
19.906,47.293,71.577,6.629,10.925,1.577,4.435,145.801
26.811,84.78,46.705,7.201,9.18,1.49,2.267,149.388
19.699,82.2,36.428,5.182,7.479,1.452,0.489,131.192
20.792,69.601,66.743,6.365,10.278,1.689,3.172,151.355
20.253,46.008,43.064,5.286,4.433,1.692,3.256,105.392
34.22,70.309,33.178,7.175,10.505,2.489,1.035,136.265
22.843,47.457,52.58,6.823,10.486,1.23,2.545,125.505
24.038,59.417,49.47,5.981,5.828,1.159,1.788,126.867
23.475,73.301,67.501,5.229,4.301,2.085,0.415,147.171
33.27,86.081,61.464,7.777,9.71,1.956,1.54,170.774
27.57,61.101,68.807,5.945,5.599,2.392,4.111,152.949
33.626,83.701,61.735,5.826,11.968,1.142,1.491,166.984
23.099,86.326,57.109,5.303,4.073,0.415,1.159,146.823
19.952,45.947,50.009,6.732,5.838,2.666,4.246,117.197
27.456,55.774,74.378,5.797,4.336,0.506,1.844,146.008
23.874,76.944,72.958,7.529,10.261,2.032,4.244,170.425
31.632,79.058,67.443,7.048,8.63,1.172,3.985,171.231
32.95,62.659,63.766,5.012,10.787,1.416,2.223,152.175
26.034,74.554,53.878,6.697,11.701,2.411,1.855,155.664
34.513,72.547,37.988,5.696,8.881,1.407,0.792,137.581
27.401,78.29,68.772,5.046,5.854,0.746,1.02,154.405
22.606,77.34,25.541,6.858,4.741,2.211,1.2,116.307
26.313,48.864,36.372,5.615,10.93,0.449,2.223,112.572
18.634,52.121,45.187,7.699,5.961,1.059,1.8,115.687
31.668,50.973,54.308,6.72,11.148,1.691,3.642,139.424
19.724,86.962,53.044,5.628,11.026,1.451,1.476,148.435
23.249,86.109,33.791,7.937,9.022,1.889,2.025,135.869
27.61,80.884,30.24,6.639,8.832,1.315,0.728,129.519
18.731,50.252,36.116,5.496,11.607,1.337,1.366,107.822
19.348,70.842,42.435,6.552,10.048,1.237,3.567,134.119
29.834,53.425,25.703,7.878,9.466,2.529,3.241,121.671
19.22,61.577,59.623,6.273,7.486,0.442,1.93,138.005
26.11,57.019,37.386,6.276,7.872,2.655,2.683,124.559
23.758,82.302,42.57,6.383,7.111,1.26,2.171,138.201
21.877,51.5,41.745,5.84,11.571,1.276,4.049,119.624
21.209,74.078,50.591,5.485,9.105,2.142,1.897,141.878
30.978,89.275,67.99,6.737,10.243,1.332,3.305,174.91
34.176,75.917,32.469,7.683,4.298,1.88,1.14,135.269
20.383,48.566,42.036,7.207,10.819,2.569,2.067,122.727
34.315,85.853,59.601,5.289,7.341,2.431,2.476,167.111
28.111,73.939,27.212,6.203,9.897,1.637,0.65,132.156
28.908,65.534,66.499,5.016,4.32,2.12,2.726,147.137
30.069,74.686,73.091,5.924,11.151,1.342,2.671,169.341
29.97,84.557,55.382,7.008,9.279,2.263,0.883,159.947
31.937,66.471,72.825,5.871,7.66,0.808,4.494,159.565
26.219,68.909,45.653,7.522,6.428,0.51,0.598,134.03
27.067,65.36,45.752,6.432,6.488,1.698,4.05,139.071
23.505,48.267,30.312,7.008,6.427,0.917,2.314,110.515
19.789,80.418,26.772,7.652,5.048,2.149,1.158,121.966
29.299,50.689,37.225,7.048,7.71,0.643,0.685,111.703
18.571,62.756,48.906,7.692,7.628,0.42,3.208,128.558
22.686,62.407,50.384,7.424,7.295,2.022,3.444,135.904
19.602,57.602,35.879,6.701,9.625,1.602,3.096,116.409
21.242,63.113,55.64,5.892,7.359,2.685,2.005,136.47
28.858,72.81,34.06,5.894,4.712,0.994,0.942,125.185
28.684,59.012,41.311,7.626,10.816,0.696,3.595,131.078
25.158,52.763,34.785,5.162,7.401,0.455,3.946,116.685
19.533,84.122,59.833,7.824,9.242,1.466,1.885,156.943
25.367,88.687,50.829,5.981,11.439,0.642,3.817,153.38
23.997,65.636,61.805,7.217,10.139,2.262,2.933,147.556
30.248,59.716,27.862,5.99,8.31,0.573,2.466,113.931
27.843,47.137,46.268,7.86,8.36,2.61,2.826,130.667
26.357,46.658,73.348,5.109,10.796,1.698,0.663,145.126
26.279,62.68,27.681,6.06,10.589,2.071,0.739,113.548
34.427,86.861,45.919,7.602,5.429,0.714,3.325,154.466
30.857,77.882,27.02,5.822,9.012,0.615,4.371,132.469
26.449,60.717,32.333,5.827,10.926,1.249,2.384,119.982
26.147,88.562,48.126,7.696,10.426,1.649,0.432,155.403
18.45,64.294,32.876,7.492,4.998,1.781,0.493,114.474
34.023,57.456,50.938,5.317,7.486,1.191,2.21,138.289
23.426,64.186,71.137,6.741,8.146,1.054,3.028,149.501
22.351,54.519,35.02,5.67,6.062,2.755,0.866,110.381
34.99,84.854,30.359,5.645,9.436,1.054,0.342,141.018
30.218,61.253,66.264,6.846,7.81,0.731,3.337,149.772
18.805,74.609,48.013,5.372,6.38,1.263,0.828,131.191
19.052,62.507,69.131,6.409,6.695,1.129,2.084,143.346
18.434,85.578,40.306,5.767,10.853,1.412,3.357,135.804
28.194,73.907,56.377,7.562,10.93,1.897,0.739,150.157
19.217,66.971,71.166,6.663,10.499,1.848,2.104,151.371
33.868,50.946,33.585,5.645,11.311,2.076,0.679,126.145
33.927,85.586,65.036,7.779,11.618,0.776,1.694,174.662
27.283,69.607,56.576,7.469,7.935,0.51,4.123,147.404
28.483,57.827,65.647,5.796,4.774,2.298,3.15,146.094
22.962,84.507,33.535,7.883,10.401,0.921,0.299,134.104
19.088,47.45,46.704,5.803,9.067,1.158,0.778,116.57
30.537,59.133,31.442,5.878,7.044,1.494,1.463,120.682
19.73,69.157,73.004,6.158,11.804,2.119,4.051,161.509
19.454,60.292,28.135,5.494,6.709,0.793,3.412,105.031
23.291,66.453,28.274,7.061,11.261,2.566,2.855,121.187
18.212,56.894,69.908,6.672,8.741,1.172,0.856,139.281
25.379,50.854,40.038,7.683,4.293,2.758,4.194,120.652
30.031,46.658,54.851,5.723,10.883,1.085,3.675,140.359
31.623,52.094,39.374,5.511,10.098,2.142,1.23,120.651
28.273,87.883,57.438,6.076,9.14,1.304,1.939,160.661
32.397,70.893,34.623,5.438,8.917,2.408,2.042,135.192
24.911,67.003,47.943,7.838,5.751,1.51,2.726,135.262
32.429,62.295,51.675,7.152,5.716,2.489,1.812,145.379
26.61,76.879,41.682,7.389,4.233,2.209,1.103,137.851
21.792,51.357,37.585,7.244,5.233,1.806,3.068,108.58
34.05,57.426,32.01,5.728,6.692,1.0,3.113,126.571
22.675,74.516,60.307,5.422,8.326,1.024,2.102,151.07
18.445,66.558,33.414,6.288,5.046,2.779,2.293,117.308
22.125,79.654,39.606,7.487,8.461,2.621,0.418,131.547
24.234,85.37,41.845,5.992,6.107,0.732,2.161,139.16
23.973,82.052,47.718,5.029,6.032,0.89,3.642,144.056
26.919,53.289,60.128,6.98,11.584,0.656,2.743,142.674
33.013,49.116,46.397,5.6,11.939,0.883,4.159,128.701
22.97,52.625,68.555,6.629,10.492,1.097,3.281,140.995
26.853,80.259,58.989,5.045,4.435,2.41,3.544,156.577
23.782,86.122,66.924,6.527,9.829,0.628,2.171,167.014
31.97,86.645,60.818,6.181,5.427,2.517,0.946,164.313
20.679,58.42,32.432,7.641,8.554,2.733,4.122,120.965
19.76,82.815,73.896,7.165,11.15,1.076,3.035,167.188
26.551,69.131,64.329,5.108,7.042,1.495,4.111,154.175
29.422,82.026,53.636,7.369,11.431,1.67,2.855,159.358
31.524,69.676,33.262,7.374,9.667,0.894,2.154,133.699
28.024,51.565,33.634,6.99,6.408,2.156,0.779,111.007
31.155,48.565,55.717,7.788,4.759,1.792,1.91,133.98
24.676,88.075,45.81,7.41,10.523,0.669,2.769,147.278
18.559,64.161,58.793,5.657,7.664,2.55,4.202,140.938
19.974,60.773,43.621,6.145,4.582,1.125,3.766,119.846
18.658,61.034,50.642,6.05,4.825,0.775,2.407,124.659
23.592,62.052,34.398,6.515,11.736,2.756,2.126,122.475
26.423,87.525,32.76,7.861,5.944,0.647,0.343,133.347
24.057,47.822,28.782,6.847,11.733,0.543,1.71,108.382
27.53,50.358,65.982,5.939,9.449,0.97,4.42,144.986
26.17,80.534,52.769,7.825,6.404,1.166,3.386,152.693
29.525,69.723,72.357,7.101,7.07,1.441,2.456,157.732
29.338,50.784,62.474,5.798,10.216,2.044,3.908,140.015
23.407,46.551,63.438,7.72,7.483,1.278,0.299,127.449
23.886,55.091,50.453,6.033,4.598,1.742,4.318,124.705
27.948,56.736,65.773,6.549,5.839,0.414,3.209,146.696
28.139,45.64,72.103,6.438,10.883,1.324,0.257,146.1
23.35,54.724,61.087,7.771,9.569,2.668,3.234,138.267
23.615,78.224,30.279,5.797,8.008,2.26,0.557,130.972
29.799,83.495,57.551,6.0,5.964,2.178,2.95,161.769
29.006,85.421,31.022,6.98,7.797,1.131,1.494,133.075
20.296,62.546,28.861,7.66,10.311,1.572,1.112,111.861
25.498,59.374,59.645,5.345,4.652,2.427,2.901,134.06
33.176,89.994,66.739,5.63,11.958,2.512,2.066,177.959
18.617,79.62,32.942,7.844,10.878,2.105,0.477,128.856
32.538,69.181,28.707,7.332,6.544,1.496,3.736,129.208
20.774,56.465,69.326,6.038,10.965,0.576,1.344,136.392
26.623,59.459,31.61,6.073,9.454,0.686,2.858,115.56
25.214,68.191,26.754,6.409,9.331,0.401,2.82,120.386
18.172,69.394,61.053,7.021,5.118,1.262,0.441,138.4
33.562,45.616,67.386,6.683,11.247,0.456,4.488,142.704
25.734,88.173,50.724,7.328,7.603,1.444,2.125,149.856
34.223,70.902,51.996,5.163,10.426,1.834,1.083,152.825
22.875,71.512,41.843,7.457,6.396,1.83,2.078,128.138
32.727,54.516,36.923,5.174,6.464,1.733,2.793,123.538
33.681,79.424,62.762,7.643,11.718,0.943,0.213,161.506
27.466,78.177,67.464,5.13,7.973,1.646,1.491,161.691
21.446,49.282,41.062,5.383,4.479,2.752,2.506,107.476
29.649,71.775,38.691,5.541,10.686,1.467,3.186,137.618
27.333,74.619,38.39,5.669,5.818,2.499,1.547,135.733
34.057,82.601,27.53,6.205,11.03,1.315,1.937,141.643
25.468,54.274,39.054,6.966,11.332,1.895,1.151,121.294
22.565,84.494,26.283,7.678,4.582,1.556,1.46,123.249
20.351,65.767,64.42,6.574,8.659,2.053,3.156,145.389
29.877,49.344,37.796,6.597,11.852,2.554,1.65,120.459
34.56,49.753,59.508,5.958,11.447,1.458,1.402,142.749
18.482,53.901,52.159,7.402,8.202,2.218,1.484,124.445
30.588,57.724,66.873,5.331,9.444,2.518,2.834,150.731
33.758,67.338,73.019,5.903,8.834,2.295,2.612,168.013
19.271,78.694,43.365,5.291,5.626,0.459,1.95,127.47
19.873,53.403,29.417,5.643,9.224,0.4,2.919,101.999
29.763,89.669,62.482,6.76,6.665,2.519,2.964,167.07
29.015,52.268,26.065,5.378,6.704,2.15,0.256,108.416
19.17,71.972,36.148,5.302,7.36,2.7,1.658,123.693
32.185,86.802,27.663,7.478,10.817,1.102,1.25,140.621
26.898,82.463,69.907,5.355,5.907,2.291,3.765,162.921
33.422,74.155,25.265,6.824,6.006,2.324,1.384,126.02
32.926,77.197,49.637,6.056,4.059,2.458,1.564,146.608
31.813,51.039,46.2,7.689,5.24,2.061,2.512,126.879
26.77,45.435,57.637,7.123,11.829,0.732,2.554,135.507
22.279,64.537,39.487,5.178,7.471,2.034,3.687,126.211
26.602,49.028,68.685,7.686,5.561,1.851,1.868,138.141
19.714,61.099,61.717,6.242,11.725,1.201,1.409,142.152
29.2,55.068,46.615,5.895,4.217,0.901,2.815,126.926
20.278,86.236,42.901,7.018,7.873,2.524,3.332,140.038
26.69,84.603,65.794,7.154,10.437,0.741,4.468,159.411
18.924,81.852,62.853,5.91,10.183,1.413,2.859,151.129
23.092,77.127,44.95,6.055,5.514,1.895,2.31,138.008
21.945,51.933,42.069,5.469,9.662,2.732,0.772,120.64
28.541,47.177,26.944,6.78,8.978,2.01,4.444,107.966
31.375,74.425,29.085,7.871,9.402,1.132,3.145,135.479
18.974,73.902,27.696,6.25,6.129,0.546,0.91,115.547
32.455,61.624,26.221,7.989,10.486,1.162,2.177,127.063
32.633,66.271,32.644,5.529,8.474,1.103,2.609,131.608
23.819,67.012,67.857,7.388,9.801,2.366,1.133,155.822
29.203,55.797,64.908,7.784,11.517,1.304,3.35,151.033
24.844,59.137,67.279,7.064,10.844,0.636,2.996,148.901
20.621,63.828,56.19,5.328,10.259,2.488,1.205,136.586
26.987,72.143,56.203,5.98,6.317,0.443,4.456,148.597
19.468,88.012,31.197,5.257,4.433,0.407,4.279,125.177
32.934,69.232,59.948,6.805,8.597,1.539,1.342,153.166
33.713,77.902,39.001,7.994,4.276,0.566,2.1,141.172
31.967,81.315,50.963,6.124,9.714,0.825,4.048,160.006
27.563,50.108,72.736,5.489,9.895,2.765,1.947,147.087
27.479,74.391,68.531,5.806,8.503,2.426,4.306,165.316
34.738,66.695,36.66,6.712,5.345,2.234,1.062,131.919
22.214,70.759,61.833,6.707,11.006,2.01,3.313,153.846
19.291,46.729,30.205,5.689,8.767,0.515,2.778,99.313
27.553,85.78,26.337,7.252,8.119,2.406,1.689,136.613
23.589,87.875,26.409,5.264,8.541,1.531,3.287,132.235
23.48,45.157,33.512,6.869,4.663,0.636,0.304,98.132
18.12,54.576,59.747,6.277,9.923,1.122,1.193,129.506
28.136,53.109,43.165,5.382,4.486,1.605,1.324,123.304
22.489,80.159,25.797,6.903,8.627,0.433,0.705,119.728
21.194,71.914,74.401,7.019,5.354,1.006,0.346,148.043
18.687,52.98,51.669,6.32,5.662,1.206,1.718,120.702
24.194,81.629,44.694,7.394,5.866,1.513,1.139,135.562
32.942,60.906,50.942,6.528,4.114,0.405,0.771,137.98
23.723,65.739,50.999,5.857,11.135,1.757,0.876,140.972
29.544,62.429,48.512,7.861,10.434,0.874,3.753,143.154
30.861,68.462,55.647,7.832,4.25,1.833,0.608,143.949
23.578,66.606,69.281,5.287,4.456,0.974,3.317,151.626
31.968,57.356,40.086,7.838,10.263,1.367,0.432,132.681
29.762,64.105,49.348,7.326,4.054,1.897,0.375,132.919
27.507,85.875,25.182,5.32,7.752,1.976,2.102,135.859
18.017,67.63,67.991,6.558,4.858,0.473,1.842,138.666
18.597,86.237,40.295,5.105,8.733,1.684,2.547,136.929
34.845,69.756,38.565,6.767,11.987,2.36,3.221,140.253
31.299,79.597,74.877,7.8,5.376,0.895,1.532,168.61
33.939,58.212,54.22,6.105,11.653,1.677,1.036,143.57
33.339,80.569,31.152,6.526,10.924,1.474,3.735,142.114
18.348,56.894,38.276,5.683,11.887,2.44,0.911,117.071
31.461,45.88,42.661,6.623,10.13,1.453,3.633,124.232
25.669,52.233,74.303,7.408,10.856,2.665,2.725,152.156
31.422,45.974,46.531,5.646,8.757,1.966,1.444,128.506
18.114,87.618,36.507,6.66,10.938,1.747,1.551,134.179
22.899,89.999,53.487,6.064,4.892,1.101,1.794,152.109
30.773,79.3,45.238,7.244,9.933,1.832,2.742,150.8
31.481,49.866,27.748,7.106,9.03,0.715,4.412,116.618
28.535,85.453,68.046,7.096,4.479,1.399,1.569,163.831
23.121,78.47,25.784,6.133,6.333,1.083,4.25,122.142
23.276,59.951,69.924,6.798,5.729,2.009,1.082,145.203
34.435,67.603,64.593,6.953,7.241,2.234,0.686,157.855
25.467,74.779,28.791,7.042,5.587,2.629,2.488,123.968
25.601,46.082,61.181,6.726,6.199,0.933,4.399,128.656
27.39,67.569,63.547,7.6,6.368,2.523,2.285,151.338
24.962,77.958,55.115,5.746,8.798,2.43,3.64,153.787
27.395,53.47,53.884,5.167,5.079,2.47,2.232,133.289
25.35,64.971,27.484,7.888,5.929,2.177,3.855,122.647
32.054,68.964,27.975,5.182,6.537,1.043,3.695,126.948
33.454,78.1,61.364,7.709,7.593,2.507,3.151,163.646
33.846,88.4,30.278,6.837,4.305,1.839,2.846,142.241
27.593,83.172,37.092,7.756,11.994,2.177,2.428,142.788
25.517,72.968,49.942,6.695,6.403,0.893,4.314,140.064
29.989,71.264,33.208,7.463,6.299,0.778,2.597,129.4
32.252,72.143,64.492,7.164,8.439,1.064,1.65,157.652
27.571,69.533,65.369,6.575,10.832,1.627,3.994,158.377
29.9,47.671,67.107,6.09,7.654,1.4,3.038,138.373
30.745,76.423,27.478,5.009,5.991,2.53,2.6,127.071
29.499,77.235,46.394,5.753,8.527,0.431,3.133,146.844
30.684,68.062,67.346,7.855,7.864,0.592,1.7,153.542
21.547,84.167,43.161,5.826,7.385,1.181,2.01,137.154
26.472,75.26,59.791,7.256,11.871,0.803,1.041,153.883
28.001,61.32,54.462,6.525,11.968,1.376,3.877,142.243
18.042,45.886,42.36,5.926,8.496,2.122,3.062,114.553
32.551,47.662,38.82,7.973,4.544,2.784,3.744,119.464
28.37,60.831,57.637,5.141,8.535,0.885,1.565,139.955
20.195,65.795,31.681,6.746,11.62,1.038,4.48,120.593
31.878,52.509,68.006,6.385,11.406,2.245,1.736,151.39
30.19,53.52,53.822,5.23,5.724,1.053,1.721,130.105
30.891,55.36,30.575,5.642,5.521,2.089,4.331,118.997
24.665,80.123,60.176,7.083,5.218,1.8,3.017,156.264
32.521,79.708,46.556,5.325,10.558,2.452,4.214,153.356
25.038,62.232,35.204,7.403,7.92,0.48,2.88,119.931
27.699,52.756,73.053,6.875,6.704,2.751,1.26,146.908
18.011,49.991,60.982,5.303,6.598,2.714,1.88,130.663
28.963,48.921,54.65,5.86,6.203,0.454,3.893,129.824
30.209,62.608,67.443,5.412,11.061,1.599,2.305,158.029
27.641,47.049,52.193,7.393,7.277,1.363,3.249,127.592
26.441,60.014,47.074,6.599,5.952,1.01,0.916,130.178
31.769,88.269,34.472,5.008,9.683,2.747,1.919,148.653
29.583,67.838,32.67,6.629,9.084,0.819,3.81,131.123
22.727,82.019,46.598,6.448,9.723,1.033,4.246,142.293
34.304,50.817,47.799,6.929,10.576,0.42,1.594,128.742
30.024,57.064,61.666,5.105,4.81,1.793,0.942,141.911
34.795,87.595,47.104,5.106,4.016,2.466,0.301,155.421
34.511,62.26,54.658,6.048,4.405,1.893,0.748,147.487
33.621,74.178,66.626,7.066,9.654,1.964,3.793,163.62
30.841,88.926,74.667,7.0,11.476,0.559,2.159,180.639
28.36,69.785,41.126,5.835,6.649,2.116,1.454,130.761
20.927,58.741,70.098,5.648,10.25,1.382,3.535,144.616
27.237,68.938,65.303,7.049,9.833,1.537,3.612,154.961
31.011,47.459,28.4,5.081,11.824,1.804,1.757,114.957
26.855,50.057,41.708,6.67,7.766,2.741,4.076,122.228
32.76,45.323,35.952,6.272,5.329,2.196,2.191,116.099
19.864,84.789,58.219,5.717,10.122,2.041,1.323,154.739
24.476,75.208,52.765,6.561,10.551,1.437,4.069,151.625
26.601,58.425,49.743,5.652,9.658,0.483,0.858,132.067
25.35,54.952,63.178,6.693,10.905,1.693,4.483,146.085
19.846,75.738,41.665,5.447,6.969,1.986,2.837,131.298
20.61,86.379,44.138,6.217,9.523,2.09,4.136,144.678
32.239,58.461,68.282,6.531,6.111,1.859,0.969,150.998
26.235,59.47,73.61,5.095,7.572,1.121,1.873,147.002
18.828,83.441,63.818,6.832,5.94,0.93,3.955,153.805
18.28,85.202,35.854,7.251,5.236,0.616,3.8,128.193
26.049,86.132,30.633,7.868,4.288,2.087,3.949,135.984
20.794,58.192,35.46,5.609,9.371,2.73,1.406,114.352
29.987,50.414,46.138,5.626,11.002,1.66,2.856,128.93
31.52,64.8,36.835,5.914,6.515,2.016,1.875,127.804
21.881,58.309,70.052,7.672,7.434,2.062,1.579,142.478
28.067,84.774,58.536,6.221,4.028,0.787,2.437,154.353
20.626,46.649,45.836,5.905,7.303,0.86,3.275,108.749
23.161,73.525,38.691,7.224,6.251,0.9,2.43,124.65
33.11,85.778,44.033,5.114,8.594,2.639,1.191,154.886
27.25,88.95,48.803,6.646,11.268,0.437,3.672,156.982
33.06,74.256,60.691,6.351,8.049,1.699,4.404,158.756
21.829,87.747,29.467,6.875,9.404,1.305,1.76,135.43
23.61,48.405,67.442,7.193,9.644,1.982,3.852,139.496
26.006,61.168,31.378,5.975,5.219,0.929,3.915,115.765
26.161,45.392,38.123,6.909,6.773,2.707,1.32,111.342
34.96,89.153,74.679,6.573,4.905,1.195,3.233,183.969
19.946,85.623,34.51,5.402,7.526,2.622,4.235,136.427
32.483,46.262,30.057,7.645,11.098,1.814,3.381,118.988
32.683,45.816,56.92,7.264,7.847,1.395,0.329,133.923
27.404,61.514,44.656,7.765,7.649,2.161,2.799,128.465
23.849,56.634,29.592,7.161,5.675,1.727,3.547,111.02
26.827,83.112,25.187,5.734,6.482,0.733,2.858,129.053
22.972,52.222,28.958,6.292,11.493,2.091,0.324,109.788
31.585,80.579,51.137,6.161,6.424,1.791,0.717,156.028
26.471,69.951,36.545,5.107,9.851,1.758,3.647,131.09
33.739,61.983,63.878,6.232,4.337,2.172,2.299,152.424
28.586,51.557,67.875,6.037,5.027,1.968,4.319,145.786
26.743,89.896,32.242,5.012,6.492,1.279,1.984,137.97
30.088,72.809,41.851,7.541,11.211,1.164,3.733,144.69
26.567,64.772,32.329,5.432,5.754,1.002,0.353,116.617
33.377,61.701,39.335,6.503,9.814,1.78,3.816,131.189
21.136,85.758,36.96,7.354,5.34,1.12,3.894,136.563
34.547,81.954,64.343,6.813,8.903,0.689,1.757,168.003
31.807,81.503,42.274,5.508,8.695,2.278,1.531,148.966
32.632,72.729,49.778,6.855,8.976,0.902,4.113,150.237
26.209,84.958,58.695,7.273,6.29,0.796,3.544,159.478
32.232,58.468,66.113,7.564,5.297,2.438,2.771,148.428
23.215,76.667,40.06,5.956,11.092,2.085,2.076,141.039
30.953,63.2,35.461,5.102,8.556,2.239,4.122,128.426
20.388,72.0,73.923,6.824,5.696,1.241,3.413,154.33
23.22,89.917,41.007,5.677,7.307,1.882,1.992,145.156
25.577,89.304,58.553,7.343,4.537,2.637,2.336,157.838
23.479,68.068,58.892,7.04,7.803,1.078,0.623,143.207
24.579,70.824,50.701,7.32,7.391,0.566,3.686,139.293
31.942,85.379,36.422,7.903,5.062,0.81,3.819,144.579
22.363,89.354,32.073,6.754,7.555,2.554,1.729,136.209
30.67,80.037,49.351,7.713,9.116,1.076,1.532,149.691
19.253,47.933,50.546,6.926,11.428,1.579,1.285,127.01
31.018,59.519,63.668,5.545,9.625,1.683,0.946,145.801
31.464,85.345,60.492,7.398,8.019,2.704,4.275,162.883
24.829,79.576,70.602,7.081,10.16,1.124,3.464,163.298
30.282,78.4,73.543,7.934,6.239,1.651,2.064,168.255
33.557,75.057,61.393,5.73,9.35,2.699,0.674,159.287
31.612,63.687,28.826,5.999,4.04,0.883,0.8,119.991
24.638,63.146,45.256,7.464,4.58,1.835,3.252,131.783
26.232,81.402,55.44,5.189,8.994,0.553,1.073,149.308
31.249,58.22,54.51,6.9,5.54,1.031,1.696,132.716
